source_session_path,site,garage,connection_time,disconnect_time,energy_delivered_kwh,maximum_observed_power_kw,maximum_pilot_a,source_compressed_bytes,resource_id
time series data/caltech/California_Garage_01/2-39-79-383-2018-11-28T15-49-52-423434.csv.gz,caltech,California_Garage_01,2018-11-28T15:49:52+00:00,2018-11-29T00:13:33+00:00,6.79131,5.185,25.0,44246,ev_0478
time series data/caltech/California_Garage_02/2-6-3-1358-2019-02-25T16-17-20-754880.csv.gz,caltech,California_Garage_02,2019-02-25T16:17:21+00:00,2019-02-25T18:00:53+00:00,3.58101,10.09778,0.0,11732,ev_0479
time series data/caltech/California_Garage_02/2-6-3-1359-2019-11-15T14-58-12-908729.csv.gz,caltech,California_Garage_02,2019-11-15T14:58:16+00:00,2019-11-16T00:21:23+00:00,19.12807,6.07693,0.0,61649,ev_0480
time series data/caltech/California_Garage_01/2-39-79-376-2018-08-22T14-21-45-881029.csv.gz,caltech,California_Garage_01,2018-08-22T14:21:49+00:00,2018-08-23T01:45:52+00:00,13.2049,3.495,,68994,ev_0481
time series data/caltech/California_Garage_01/2-39-125-21-2018-10-12T22-07-25-147468.csv.gz,caltech,California_Garage_01,2018-10-12T22:07:25+00:00,2018-10-13T04:58:27+00:00,9.5186,6.514,,36219,ev_0482
time series data/caltech/California_Garage_02/2-6-3-1367-2019-03-08T14-35-18-852457.csv.gz,caltech,California_Garage_02,2019-03-08T14:35:20+00:00,2019-03-08T19:55:36+00:00,18.8188,6.27203,0.0,45987,ev_0483
time series data/caltech/California_Garage_02/2-6-3-1630-2019-06-13T17-31-24-436346.csv.gz,caltech,California_Garage_02,2019-06-13T17:31:26+00:00,2019-06-13T19:46:13+00:00,26.67623,16.65768,80.0,12183,ev_0484
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-02-03T16-04-09-479678.csv.gz,caltech,S_Wilson_Garage_01,2020-02-03T16:04:09+00:00,2020-02-04T01:07:38+00:00,11.75409,6.196,32.0,42880,ev_0485
time series data/caltech/California_Garage_02/2-6-3-1629-2020-11-24T22-04-35-130808.csv.gz,caltech,California_Garage_02,2020-11-24T22:04:35+00:00,2020-11-24T22:57:23+00:00,9.5099,11.25993,72.0,3632,ev_0486
time series data/caltech/California_Garage_01/2-39-79-377-2019-10-20T17-58-22-451042.csv.gz,caltech,California_Garage_01,2019-10-20T17:58:22+00:00,2019-10-21T01:23:32+00:00,17.36716,6.969,32.0,46900,ev_0487
time series data/caltech/California_Garage_01/2-39-95-444-2018-10-29T15-38-56-199060.csv.gz,caltech,California_Garage_01,2018-10-29T15:38:56+00:00,2018-10-29T21:24:12+00:00,2.14589,3.464,,23280,ev_0488
time series data/caltech/California_Garage_02/2-6-3-1357-2019-12-29T06-08-46-956821.csv.gz,caltech,California_Garage_02,2019-12-29T06:08:47+00:00,2019-12-29T19:13:25+00:00,26.62691,6.62334,0.0,78137,ev_0489
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-09-24T19-45-35-387421.csv.gz,caltech,N_Wilson_Garage_01,2020-09-24T19:45:36.235331+00:00,2020-09-24T21:07:47.468198+00:00,44.985,45.0993,125.0,7770,ev_0490
time series data/caltech/California_Garage_02/2-6-3-1357-2019-01-15T21-48-41-437993.csv.gz,caltech,California_Garage_02,2019-01-15T21:48:41+00:00,2019-01-15T23:11:41+00:00,3.73543,10.04578,0.0,8406,ev_0491
time series data/caltech/California_Garage_01/2-39-127-19-2019-05-10T16-32-19-081504.csv.gz,caltech,California_Garage_01,2019-05-10T16:32:19+00:00,2019-05-11T04:48:02+00:00,5.68758,3.642,32.0,56239,ev_0492
time series data/caltech/California_Garage_01/2-39-92-436-2019-10-31T16-27-44-074981.csv.gz,caltech,California_Garage_01,2019-10-31T16:27:47+00:00,2019-10-31T23:12:34+00:00,1.76087,3.549,32.0,32052,ev_0493
time series data/caltech/California_Garage_01/2-39-78-362-2019-11-11T16-37-50-740930.csv.gz,caltech,California_Garage_01,2019-11-11T16:37:51+00:00,2019-11-11T18:31:32+00:00,6.06179,5.06272,0.0,23540,ev_0494
time series data/jpl/Arroyo_Garage_01/1-1-194-826-2020-11-10T13-44-35-096233.csv.gz,jpl,Arroyo_Garage_01,2020-11-10T13:44:38+00:00,2020-11-10T21:03:02+00:00,23.62948,6.498,32.0,69896,ev_0495
time series data/caltech/California_Garage_01/2-39-81-4550-2020-09-13T16-26-30-156660.csv.gz,caltech,California_Garage_01,2020-09-13T16:26:31.393821+00:00,2020-09-13T16:28:56.161261+00:00,0.345,16.8041,125.0,367,ev_0496
time series data/caltech/California_Garage_02/2-6-3-1632-2020-02-08T18-51-08-795131.csv.gz,caltech,California_Garage_02,2020-02-08T18:51:14+00:00,2020-02-08T20:28:31+00:00,8.55389,10.85728,80.0,17145,ev_0497
time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2019-07-07T23-19-37-498677.csv.gz,caltech,S_Wilson_Garage_01,2019-07-07T23:19:40+00:00,2019-07-08T03:00:17+00:00,11.65851,3.431,32.0,39368,ev_0498
time series data/caltech/California_Garage_01/2-39-78-364-2019-01-18T20-36-09-690805.csv.gz,caltech,California_Garage_01,2019-01-18T20:36:12+00:00,2019-01-19T00:07:27+00:00,5.07524,3.33445,0.0,40171,ev_0499
time series data/caltech/California_Garage_02/2-6-3-1628-2019-05-14T00-59-26-171164.csv.gz,caltech,California_Garage_02,2019-05-14T00:59:28+00:00,2019-05-14T04:12:54+00:00,26.67692,11.03064,80.0,17655,ev_0500
time series data/caltech/California_Garage_01/2-39-95-444-2019-05-23T17-09-08-001476.csv.gz,caltech,California_Garage_01,2019-05-23T17:09:11+00:00,2019-05-24T00:42:07+00:00,12.21919,6.569,32.0,43131,ev_0501
time series data/caltech/California_Garage_01/2-39-123-23-2018-10-02T03-26-48-626020.csv.gz,caltech,California_Garage_01,2018-10-02T03:26:52+00:00,2018-10-02T03:29:11+00:00,0.23477,6.765,,653,ev_0502
time series data/caltech/California_Garage_01/2-39-130-31-2018-07-26T04-19-49-625599.csv.gz,caltech,California_Garage_01,2018-07-26T04:19:53+00:00,2018-07-26T06:17:35+00:00,13.12342,7.037,,21382,ev_0503
time series data/caltech/California_Garage_01/2-39-79-380-2018-09-22T14-28-34-752409.csv.gz,caltech,California_Garage_01,2018-09-22T14:28:38+00:00,2018-09-22T18:27:15+00:00,10.86141,3.622,,35635,ev_0504
time series data/caltech/California_Garage_01/2-39-89-25-2018-11-01T15-34-44-539803.csv.gz,caltech,California_Garage_01,2018-11-01T15:34:48+00:00,2018-11-02T00:23:00+00:00,1.85358,2.33,,32226,ev_0505
time series data/caltech/California_Garage_01/2-39-124-558-2018-09-04T15-56-08-583686.csv.gz,caltech,California_Garage_01,2018-09-04T15:56:12+00:00,2018-09-05T00:40:47+00:00,5.87994,3.332,,43556,ev_0506
time series data/caltech/California_Garage_02/2-6-3-1365-2019-06-12T01-34-04-196057.csv.gz,caltech,California_Garage_02,2019-06-12T01:34:23+00:00,2019-06-12T02:39:51+00:00,3.61857,3.37022,0.0,7753,ev_0507
time series data/office_01/Parking_Lot_01/19-102-260-1639-2020-02-27T18-42-39-579700.csv.gz,office_01,Parking_Lot_01,2020-02-27T18:42:43+00:00,2020-02-28T01:38:36+00:00,29.96567,6.502,32.0,73960,ev_0508
time series data/caltech/California_Garage_01/2-39-129-17-2018-06-06T23-42-21-492428.csv.gz,caltech,California_Garage_01,2018-06-06T23:42:21+00:00,2018-06-07T01:12:24+00:00,9.29734,6.969,,17210,ev_0509
time series data/caltech/California_Garage_01/2-39-89-25-2020-02-10T17-02-21-409431.csv.gz,caltech,California_Garage_01,2020-02-10T19:21:27+00:00,2020-02-11T05:03:22+00:00,4.44118,0.0,27.0,35013,ev_0510
time series data/caltech/California_Garage_01/2-39-123-23-2019-10-10T16-35-26-190308.csv.gz,caltech,California_Garage_01,2019-10-10T16:35:26+00:00,2019-10-10T23:07:24+00:00,5.2898,6.908,32.0,33074,ev_0511
time series data/caltech/California_Garage_01/2-39-78-360-2020-01-21T16-48-52-073627.csv.gz,caltech,California_Garage_01,2020-01-21T16:59:13+00:00,2020-01-21T17:13:49+00:00,2.57214,6.81117,0.0,3284,ev_0512
time series data/caltech/California_Garage_02/2-6-3-1364-2020-01-07T15-08-03-274919.csv.gz,caltech,California_Garage_02,2020-01-07T15:08:03+00:00,2020-01-08T02:52:10+00:00,12.10939,3.38312,0.0,63280,ev_0513
time series data/caltech/California_Garage_01/2-39-138-29-2019-10-03T12-38-50-256419.csv.gz,caltech,California_Garage_01,2019-10-03T12:38:50+00:00,2019-10-03T14:51:30+00:00,3.40034,3.609,32.0,17577,ev_0514
time series data/caltech/California_Garage_01/2-39-90-26-2019-06-03T17-07-23-406524.csv.gz,caltech,California_Garage_01,2019-06-03T17:07:23+00:00,2019-06-04T00:08:43+00:00,7.25496,6.541,32.0,45147,ev_0515
time series data/caltech/California_Garage_02/2-6-3-1363-2019-06-14T15-55-22-180209.csv.gz,caltech,California_Garage_02,2019-06-14T15:55:26+00:00,2019-06-15T00:59:06+00:00,47.88865,10.25398,0.0,40633,ev_0516
time series data/office_01/Parking_Lot_01/19-102-260-1640-2020-03-12T21-55-17-655344.csv.gz,office_01,Parking_Lot_01,2020-03-12T21:55:18+00:00,2020-03-12T21:55:27+00:00,0.01322,1.401,8.0,221,ev_0517
time series data/jpl/Arroyo_Garage_01/1-1-193-829-2020-10-16T13-13-40-660100.csv.gz,jpl,Arroyo_Garage_01,2020-10-16T13:13:44+00:00,2020-10-16T21:39:55+00:00,28.19517,6.422,32.0,89621,ev_0518
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2019-12-10T18-01-18-254248.csv.gz,caltech,S_Wilson_Garage_01,2019-12-10T18:01:18+00:00,2019-12-11T05:13:54+00:00,1.52678,2.33,20.0,43558,ev_0519
time series data/caltech/California_Garage_01/2-39-90-440-2019-01-11T18-52-46-919925.csv.gz,caltech,California_Garage_01,2019-01-11T18:52:50+00:00,2019-01-12T01:10:48+00:00,3.81802,6.555,32.0,40354,ev_0520
time series data/caltech/California_Garage_01/2-39-139-28-2018-12-15T21-58-55-816445.csv.gz,caltech,California_Garage_01,2018-12-15T21:58:59+00:00,2018-12-16T05:12:56+00:00,11.93034,3.627,32.0,54424,ev_0521
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2020-01-07T19-33-15-892987.csv.gz,caltech,S_Wilson_Garage_01,2020-01-07T19:33:19+00:00,2020-01-08T02:23:56+00:00,0.37187,1.477,8.0,25241,ev_0522
time series data/caltech/California_Garage_01/2-39-88-24-2018-07-18T18-31-23-401972.csv.gz,caltech,California_Garage_01,2018-07-18T18:31:23+00:00,2018-07-18T23:58:47+00:00,20.40104,6.416,,44914,ev_0523
time series data/jpl/Arroyo_Garage_01/1-1-179-800-2020-07-10T16-24-53-883007.csv.gz,jpl,Arroyo_Garage_01,2020-07-10T16:24:57+00:00,2020-07-10T19:15:15+00:00,9.22317,5.975,32.0,27981,ev_0524
time series data/caltech/N_Wilson_Garage_01/2-137-440-2995-2020-03-17T13-46-44-017223.csv.gz,caltech,N_Wilson_Garage_01,2020-03-17T13:46:47+00:00,2020-03-17T22:32:42+00:00,14.97549,3.454,32.0,62720,ev_0525
time series data/caltech/California_Garage_01/2-39-95-27-2018-11-06T03-21-48-718078.csv.gz,caltech,California_Garage_01,2018-11-06T03:21:52+00:00,2018-11-06T03:22:53+00:00,0.02648,1.763,8.0,407,ev_0526
time series data/caltech/California_Garage_02/2-6-3-1631-2019-04-09T12-07-59-723299.csv.gz,caltech,California_Garage_02,2019-04-09T12:08:03+00:00,2019-04-09T12:30:31+00:00,6.3403,17.73212,80.0,1400,ev_0527
time series data/caltech/California_Garage_01/2-39-125-21-2018-09-26T03-00-14-604450.csv.gz,caltech,California_Garage_01,2018-09-26T03:00:18+00:00,2018-09-26T05:25:04+00:00,12.2394,6.884,,22309,ev_0528
time series data/caltech/California_Garage_01/2-39-124-558-2018-11-19T16-30-04-529303.csv.gz,caltech,California_Garage_01,2018-11-19T16:30:08+00:00,2018-11-20T01:12:53+00:00,4.22075,3.572,32.0,44018,ev_0529
time series data/jpl/Arroyo_Garage_01/1-1-178-817-2020-12-01T15-13-33-492486.csv.gz,jpl,Arroyo_Garage_01,2020-12-01T15:13:33+00:00,2020-12-02T00:39:30+00:00,27.80376,6.336,31.0,86069,ev_0530
time series data/caltech/California_Garage_01/2-39-92-442-2019-02-17T02-59-00-107625.csv.gz,caltech,California_Garage_01,2019-02-17T02:59:00+00:00,2019-02-17T03:30:15+00:00,0.97777,1.968,8.0,6311,ev_0531
time series data/caltech/California_Garage_02/2-6-3-1630-2019-10-13T22-15-26-829642.csv.gz,caltech,California_Garage_02,2019-10-13T22:15:28+00:00,2019-10-14T00:32:08+00:00,26.65387,18.5261,80.0,32727,ev_0532
time series data/office_01/Parking_Lot_01/19-102-260-1634-2019-08-07T16-50-38-226727.csv.gz,office_01,Parking_Lot_01,2019-08-07T16:50:38+00:00,2019-08-07T22:33:05+00:00,20.78889,6.639,32.0,47552,ev_0533
time series data/caltech/California_Garage_01/2-39-88-24-2019-10-22T21-21-57-835253.csv.gz,caltech,California_Garage_01,2019-10-22T21:22:01+00:00,2019-10-23T00:27:53+00:00,8.4677,6.613,32.0,29885,ev_0534
time series data/caltech/California_Garage_02/2-6-3-1357-2019-04-29T07-55-11-410269.csv.gz,caltech,California_Garage_02,2019-04-29T07:55:13+00:00,2019-04-29T09:24:08+00:00,4.8113,3.31822,0.0,9477,ev_0535
time series data/caltech/N_Wilson_Garage_01/2-137-440-2980-2020-10-02T03-26-18-171124.csv.gz,caltech,N_Wilson_Garage_01,2020-10-02T03:26:21+00:00,2020-10-02T05:31:21+00:00,12.89302,6.626,320.0,23784,ev_0536
time series data/caltech/California_Garage_01/2-39-78-360-2019-05-30T17-54-24-041844.csv.gz,caltech,California_Garage_01,2019-05-30T17:54:24+00:00,2019-05-31T00:21:01+00:00,10.90532,3.53766,0.0,57868,ev_0537
time series data/caltech/California_Garage_02/2-6-3-1365-2019-09-05T01-41-24-210394.csv.gz,caltech,California_Garage_02,2019-09-05T01:41:25+00:00,2019-09-05T03:09:16+00:00,9.72749,6.79245,0.0,17851,ev_0538
time series data/caltech/California_Garage_01/2-39-138-29-2018-07-05T14-34-14-740052.csv.gz,caltech,California_Garage_01,2018-07-05T14:34:18+00:00,2018-07-06T01:10:52+00:00,3.11188,3.576,,39868,ev_0539
time series data/caltech/California_Garage_02/2-6-3-1624-2019-09-24T02-42-56-551101.csv.gz,caltech,California_Garage_02,2019-09-24T02:42:58+00:00,2019-09-24T04:01:54+00:00,14.18261,11.15148,80.0,23153,ev_0540
time series data/caltech/California_Garage_01/2-39-78-363-2019-11-07T18-38-34-359163.csv.gz,caltech,California_Garage_01,2019-11-07T18:38:34+00:00,2019-11-07T19:31:52+00:00,0.92729,1.85016,0.0,7708,ev_0541
time series data/caltech/California_Garage_01/2-39-95-444-2018-11-28T17-06-36-965671.csv.gz,caltech,California_Garage_01,2018-11-28T17:06:37+00:00,2018-11-29T02:11:09+00:00,11.87813,3.668,32.0,59938,ev_0542
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2020-10-05T15-07-29-443175.csv.gz,caltech,S_Wilson_Garage_01,2020-10-05T15:08:26+00:00,2020-10-05T23:44:48+00:00,44.23306,6.581,32.0,85465,ev_0543
time series data/caltech/California_Garage_01/2-39-124-558-2020-01-13T16-44-19-002518.csv.gz,caltech,California_Garage_01,2020-01-13T16:44:22+00:00,2020-01-14T04:12:38+00:00,8.28987,3.37,32.0,69506,ev_0544
time series data/caltech/California_Garage_02/2-6-3-1356-2019-06-06T00-49-53-460835.csv.gz,caltech,California_Garage_02,2019-06-06T00:49:57+00:00,2019-06-06T01:53:48+00:00,7.08195,6.84466,0.0,8738,ev_0545
time series data/caltech/California_Garage_02/2-6-3-1630-2019-09-21T19-20-24-960831.csv.gz,caltech,California_Garage_02,2019-09-21T19:20:27+00:00,2019-09-21T21:52:36+00:00,26.69732,11.10375,80.0,38896,ev_0546
time series data/jpl/Arroyo_Garage_01/1-1-193-819-2020-09-25T15-50-43-414321.csv.gz,jpl,Arroyo_Garage_01,2020-09-25T15:50:43+00:00,2020-09-25T22:57:53+00:00,9.53185,3.37,32.0,45921,ev_0547
time series data/caltech/California_Garage_02/2-6-3-1624-2019-07-03T20-49-10-201849.csv.gz,caltech,California_Garage_02,2019-07-03T20:49:14+00:00,2019-07-03T23:58:39+00:00,2.11761,7.30884,80.0,7408,ev_0548
time series data/caltech/California_Garage_01/2-39-79-382-2019-05-20T15-12-26-638140.csv.gz,caltech,California_Garage_01,2019-05-20T15:12:30+00:00,2019-05-21T00:31:02+00:00,10.25531,3.593,32.0,60090,ev_0549
time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-06-25T16-35-12-360770.csv.gz,jpl,Arroyo_Garage_01,2020-06-25T16:35:38+00:00,2020-06-25T18:55:55+00:00,6.72841,3.313,32.0,25149,ev_0550
time series data/caltech/California_Garage_02/2-6-3-1363-2020-10-29T04-14-07-715580.csv.gz,caltech,California_Garage_02,2020-10-29T04:14:10+00:00,2020-10-29T09:13:24+00:00,26.48316,6.57134,0.0,50434,ev_0551
time series data/jpl/Arroyo_Garage_01/1-1-193-827-2020-11-03T13-40-56-907750.csv.gz,jpl,Arroyo_Garage_01,2020-11-03T13:41:00+00:00,2020-11-03T18:22:38+00:00,7.48021,3.217,32.0,38367,ev_0552
time series data/caltech/California_Garage_01/2-39-79-378-2020-01-28T16-58-41-576319.csv.gz,caltech,California_Garage_01,2020-01-28T16:58:45+00:00,2020-01-29T01:36:57+00:00,6.21206,3.508,32.0,55803,ev_0553
time series data/caltech/California_Garage_02/2-6-3-1632-2020-06-06T21-55-06-706292.csv.gz,caltech,California_Garage_02,2020-06-06T21:55:08+00:00,2020-06-06T23:21:56+00:00,14.47884,11.0334,76.0,22623,ev_0554
time series data/caltech/California_Garage_01/2-39-90-440-2019-12-13T22-33-12-477191.csv.gz,caltech,California_Garage_01,2019-12-13T22:33:12+00:00,2019-12-13T22:33:19+00:00,0.00137,1.392,8.0,229,ev_0555
time series data/caltech/California_Garage_01/2-39-92-442-2018-05-18T20-31-11-907785.csv.gz,caltech,California_Garage_01,2018-05-18T20:31:16+00:00,2018-05-19T02:12:00+00:00,1.51709,3.331,,22821,ev_0556
time series data/caltech/California_Garage_01/2-39-78-363-2019-06-11T17-54-29-486105.csv.gz,caltech,California_Garage_01,2019-06-11T17:54:29+00:00,2019-06-11T19:54:54+00:00,5.0709,3.52747,0.0,23614,ev_0557
time series data/caltech/California_Garage_01/2-39-79-377-2019-07-10T19-08-25-389031.csv.gz,caltech,California_Garage_01,2019-07-10T19:08:25+00:00,2019-07-11T01:04:49+00:00,3.13904,6.92,32.0,34069,ev_0558
time series data/caltech/California_Garage_01/2-39-123-557-2019-11-12T18-06-51-793546.csv.gz,caltech,California_Garage_01,2019-11-12T18:06:55+00:00,2019-11-13T00:58:24+00:00,9.89805,3.386,32.0,48242,ev_0559
time series data/caltech/California_Garage_01/2-39-124-22-2018-05-17T16-59-58-640934.csv.gz,caltech,California_Garage_01,2018-05-17T17:00:02+00:00,2018-05-17T17:47:16+00:00,1.32797,3.3,,8150,ev_0560
time series data/caltech/California_Garage_02/2-6-3-1367-2019-08-30T03-51-24-395153.csv.gz,caltech,California_Garage_02,2019-08-30T03:51:24+00:00,2019-08-30T04:16:38+00:00,1.6357,6.48024,0.0,6900,ev_0561
time series data/caltech/California_Garage_01/2-39-127-19-2018-10-19T21-47-22-568131.csv.gz,caltech,California_Garage_01,2018-10-19T21:47:26+00:00,2018-10-19T23:07:54+00:00,0.3454,5.805,,8078,ev_0562
time series data/caltech/California_Garage_01/2-39-78-363-2020-01-28T17-26-31-801313.csv.gz,caltech,California_Garage_01,2020-01-28T17:26:32+00:00,2020-01-28T17:28:12+00:00,0.04478,1.83997,0.0,563,ev_0563
time series data/caltech/California_Garage_01/2-39-130-31-2019-06-14T19-57-44-969288.csv.gz,caltech,California_Garage_01,2019-06-14T19:57:47+00:00,2019-06-14T21:31:10+00:00,0.97363,1.919,8.0,10043,ev_0564
time series data/caltech/California_Garage_01/2-39-79-383-2019-08-02T15-16-00-069280.csv.gz,caltech,California_Garage_01,2019-08-02T15:16:04+00:00,2019-08-02T15:20:08+00:00,0.10713,1.726,8.0,1066,ev_0565
time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-05-23T21-02-31-342625.csv.gz,caltech,N_Wilson_Garage_01,2020-05-23T21:02:31.342625+00:00,2020-05-23T21:02:34.431403+00:00,13.738,45.3713,125.0,1971,ev_0566
time series data/caltech/California_Garage_01/2-39-138-29-2019-02-02T02-03-08-936530.csv.gz,caltech,California_Garage_01,2019-02-02T02:03:12+00:00,2019-02-02T03:56:23+00:00,7.52569,7.08,32.0,15801,ev_0567
time series data/caltech/California_Garage_02/2-6-3-1358-2018-12-17T04-47-24-236425.csv.gz,caltech,California_Garage_02,2018-12-17T04:47:24+00:00,2018-12-17T05:50:59+00:00,6.72,6.53224,0.0,11048,ev_0568
time series data/caltech/California_Garage_01/2-39-95-444-2018-11-07T15-02-59-532377.csv.gz,caltech,California_Garage_01,2018-11-07T15:03:03+00:00,2018-11-08T00:29:05+00:00,19.82868,6.595,32.0,61473,ev_0569
time series data/caltech/California_Garage_01/2-39-78-362-2018-09-12T00-03-03-184996.csv.gz,caltech,California_Garage_01,2018-09-12T00:03:03+00:00,2018-09-12T23:31:56+00:00,13.20014,6.82136,,100625,ev_0570
time series data/caltech/California_Garage_02/2-6-3-1627-2019-12-28T00-41-01-779699.csv.gz,caltech,California_Garage_02,2019-12-28T00:41:04+00:00,2019-12-28T04:15:14+00:00,26.72309,11.02275,80.0,46736,ev_0571
time series data/jpl/Arroyo_Garage_01/1-1-194-821-2020-07-24T15-28-04-506082.csv.gz,jpl,Arroyo_Garage_01,2020-07-24T15:28:08+00:00,2020-07-25T00:24:55+00:00,4.73828,2.6,13.0,51779,ev_0572
time series data/caltech/California_Garage_01/2-39-125-21-2018-10-27T18-08-22-270242.csv.gz,caltech,California_Garage_01,2018-10-27T18:08:22+00:00,2018-10-27T18:22:05+00:00,1.37037,6.831,,2887,ev_0573
time series data/caltech/California_Garage_01/2-39-95-444-2019-05-14T16-17-56-240835.csv.gz,caltech,California_Garage_01,2019-05-14T16:17:56+00:00,2019-05-15T01:15:42+00:00,11.06475,6.446,32.0,42613,ev_0574
time series data/caltech/California_Garage_01/2-39-95-27-2018-06-18T13-57-39-477306.csv.gz,caltech,California_Garage_01,2018-06-18T13:57:39+00:00,2018-06-19T00:28:30+00:00,9.8186,3.661,,55546,ev_0575
time series data/jpl/Arroyo_Garage_01/1-1-194-826-2020-10-29T12-29-34-176189.csv.gz,jpl,Arroyo_Garage_01,2020-10-29T12:29:38+00:00,2020-10-29T20:16:44+00:00,29.59462,6.609,32.0,81553,ev_0576
time series data/caltech/California_Garage_01/2-39-79-376-2019-07-25T18-02-53-456470.csv.gz,caltech,California_Garage_01,2019-07-25T18:02:53+00:00,2019-07-26T01:10:23+00:00,12.76334,7.017,32.0,56115,ev_0577
time series data/caltech/California_Garage_02/2-6-3-1631-2020-02-25T19-45-27-024265.csv.gz,caltech,California_Garage_02,2020-02-25T19:45:31+00:00,2020-02-26T05:00:10+00:00,26.66405,10.7228,80.0,45620,ev_0578
time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2019-07-01T16-33-31-029383.csv.gz,caltech,S_Wilson_Garage_01,2019-07-01T16:33:45+00:00,2019-07-02T02:41:21+00:00,2.79368,2.335,31.0,46121,ev_0579
time series data/caltech/California_Garage_01/2-39-130-31-2019-07-02T15-56-37-881639.csv.gz,caltech,California_Garage_01,2019-07-02T15:56:41+00:00,2019-07-03T00:43:32+00:00,2.13114,3.563,32.0,39054,ev_0580
time series data/caltech/California_Garage_01/2-39-79-377-2018-06-26T00-58-43-349395.csv.gz,caltech,California_Garage_01,2018-06-26T00:58:43+00:00,2018-06-26T05:12:14+00:00,12.45321,3.573,,45265,ev_0581
time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2019-10-08T17-19-11-620834.csv.gz,caltech,S_Wilson_Garage_01,2019-10-08T17:19:15+00:00,2019-10-08T19:52:52+00:00,10.88381,6.509,32.0,25523,ev_0582
time series data/caltech/N_Wilson_Garage_01/2-137-521-3842-2020-10-14T18-13-19-584491.csv.gz,caltech,N_Wilson_Garage_01,2020-10-14T18:13:24.753694+00:00,2020-10-15T00:21:56.247802+00:00,26.813,47.0909,125.0,30397,ev_0583
time series data/caltech/California_Garage_01/2-39-138-29-2018-06-14T01-49-51-132813.csv.gz,caltech,California_Garage_01,2018-06-14T01:49:51+00:00,2018-06-14T04:07:20+00:00,4.15706,6.784,,19387,ev_0584
time series data/caltech/California_Garage_01/2-39-95-27-2019-03-30T19-57-38-670354.csv.gz,caltech,California_Garage_01,2019-03-30T19:57:42+00:00,2019-04-01T02:39:44+00:00,38.28451,6.984,32.0,154314,ev_0585
time series data/caltech/California_Garage_02/2-6-3-1358-2019-02-03T21-10-21-754115.csv.gz,caltech,California_Garage_02,2019-02-03T21:10:23+00:00,2019-02-03T22:09:42+00:00,3.26884,3.38312,0.0,10627,ev_0586
time series data/caltech/California_Garage_01/2-39-78-360-2019-08-28T16-08-48-017300.csv.gz,caltech,California_Garage_01,2019-08-28T16:08:50+00:00,2019-08-29T00:18:43+00:00,8.8619,3.58862,0.0,63077,ev_0587
time series data/caltech/California_Garage_01/2-39-78-360-2019-12-12T17-45-07-686217.csv.gz,caltech,California_Garage_01,2019-12-12T17:45:09+00:00,2019-12-13T03:08:55+00:00,11.36729,6.80098,0.0,53373,ev_0588
time series data/caltech/California_Garage_01/2-39-79-380-2020-01-03T16-19-09-581564.csv.gz,caltech,California_Garage_01,2020-01-03T16:19:13+00:00,2020-01-03T18:08:03+00:00,0.84062,1.739,8.0,10529,ev_0589
time series data/caltech/California_Garage_01/2-39-129-17-2019-11-05T03-06-10-191927.csv.gz,caltech,California_Garage_01,2019-11-05T03:06:10+00:00,2019-11-05T05:08:23+00:00,0.89358,1.871,8.0,11648,ev_0590
time series data/caltech/California_Garage_01/2-39-79-379-2019-04-28T19-47-33-219647.csv.gz,caltech,California_Garage_01,2019-04-28T19:47:33+00:00,2019-04-29T02:24:02+00:00,4.48522,3.566,31.0,52285,ev_0591
time series data/caltech/California_Garage_01/2-39-88-438-2018-10-12T15-51-03-089606.csv.gz,caltech,California_Garage_01,2018-10-12T15:51:03+00:00,2018-10-13T00:44:49+00:00,6.41348,5.898,,46220,ev_0592
time series data/caltech/California_Garage_01/2-39-127-19-2018-06-22T23-18-52-497683.csv.gz,caltech,California_Garage_01,2018-06-22T23:18:52+00:00,2018-06-22T23:29:42+00:00,0.99768,6.866,,2336,ev_0593
time series data/caltech/California_Garage_01/2-39-131-30-2019-02-23T20-55-41-090860.csv.gz,caltech,California_Garage_01,2019-02-23T20:55:41+00:00,2019-02-24T00:17:38+00:00,8.43628,3.627,32.0,31934,ev_0594
time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-11-14T00-40-01-528883.csv.gz,caltech,N_Wilson_Garage_01,2020-11-14T00:40:15.565325+00:00,2020-11-14T00:53:21.168704+00:00,5.341,47.8803,125.0,1450,ev_0595
time series data/caltech/California_Garage_01/2-39-139-28-2020-04-12T17-03-14-295012.csv.gz,caltech,California_Garage_01,2020-04-12T17:03:14+00:00,2020-04-13T00:22:01+00:00,33.35856,7.122,32.0,67430,ev_0596
time series data/caltech/California_Garage_01/2-39-123-557-2018-05-22T15-23-09-274820.csv.gz,caltech,California_Garage_01,2018-05-22T15:23:09+00:00,2018-05-23T00:13:18+00:00,22.17226,6.994,,92569,ev_0597
