id,type,location_id,rated_power_kw,earliest_start,latest_end,required_kwh,minimum_kwh,maximum_kwh,minimum_duration,maximum_duration,deadline,min_power,max_power,override_rate,availability_rate,state,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,dataset_split,acn_source_session
ev_0081,ev,simulation_feeder_01,6.6,2026-01-15T07:30:00+05:30,2026-01-15T08:33:07+05:30,6.836,5.469,6.943,15,63,2026-01-15T08:33:07+05:30,1.4,6.6,0.1134,0.9806,available,83.52,15.4,23.6,train,time series data/caltech/California_Garage_02/2-6-3-1361-2019-10-03T02-03-28-202391.csv.gz
ev_0082,ev,simulation_feeder_02,3.37,2026-01-15T21:45:00+05:30,2026-01-16T06:37:59+05:30,4.905,3.924,29.936,15,532,2026-01-16T06:37:59+05:30,1.4,3.37,0.0646,0.9262,available,35.04,11.6,25.6,train,time series data/caltech/California_Garage_01/2-39-139-28-2019-11-15T16-29-53-838412.csv.gz
ev_0083,ev,simulation_feeder_03,3.33,2026-01-15T17:15:00+05:30,2026-01-16T01:33:37+05:30,12.007,9.606,27.673,15,498,2026-01-16T01:33:37+05:30,1.4,3.33,0.0403,0.8603,available,95.13,58.6,71.2,train,time series data/caltech/California_Garage_01/2-39-79-383-2018-08-15T11-47-45-190568.csv.gz
ev_0084,ev,simulation_feeder_04,6.15,2026-01-15T21:30:00+05:30,2026-01-16T05:06:48+05:30,9.777,7.822,46.822,15,456,2026-01-16T05:06:48+05:30,1.4,6.15,0.2164,0.9128,available,93.99,76.3,86.7,train,time series data/caltech/California_Garage_02/2-6-3-1363-2020-07-30T16-03-02-017416.csv.gz
ev_0085,ev,simulation_feeder_05,7.43,2026-01-15T20:15:00+05:30,2026-01-16T03:41:47+05:30,26.648,21.318,51.16,15,446,2026-01-16T03:41:47+05:30,1.4,7.43,0.1993,0.933,available,51.16,11.0,63.1,train,time series data/caltech/California_Garage_02/2-6-3-1626-2019-07-15T14-50-42-509592.csv.gz
ev_0086,ev,simulation_feeder_06,6.77,2026-01-15T22:45:00+05:30,2026-01-15T23:56:59+05:30,7.809,6.247,8.122,15,71,2026-01-15T23:56:59+05:30,1.4,6.77,0.0836,0.8659,available,67.5,73.8,85.4,train,time series data/caltech/California_Garage_02/2-6-3-1362-2020-09-01T17-27-48-149994.csv.gz
ev_0087,ev,simulation_feeder_07,3.4,2026-01-15T02:30:00+05:30,2026-01-15T04:27:38+05:30,4.827,3.862,6.666,15,117,2026-01-15T04:27:38+05:30,1.4,3.4,0.1385,0.917,available,47.52,74.0,84.2,train,time series data/caltech/California_Garage_01/2-39-123-23-2019-10-05T21-13-37-434872.csv.gz
ev_0088,ev,simulation_feeder_08,3.19,2026-01-15T21:00:00+05:30,2026-01-16T08:36:54+05:30,7.994,6.395,37.052,15,696,2026-01-16T08:36:54+05:30,1.4,3.19,0.1096,0.8834,available,76.12,36.0,46.5,train,time series data/caltech/California_Garage_02/2-6-3-1360-2019-09-26T15-35-55-822532.csv.gz
ev_0089,ev,simulation_feeder_09,3.33,2026-01-15T21:30:00+05:30,2026-01-16T06:06:41+05:30,5.631,4.505,28.676,15,516,2026-01-16T06:06:41+05:30,1.4,3.33,0.1789,0.9462,available,76.75,82.0,89.3,train,time series data/caltech/California_Garage_02/2-6-3-1356-2019-03-07T16-05-09-704653.csv.gz
ev_0090,ev,simulation_feeder_10,6.39,2026-01-15T22:00:00+05:30,2026-01-16T06:39:58+05:30,9.845,7.876,55.376,15,519,2026-01-16T06:39:58+05:30,1.4,6.39,0.1118,0.9316,available,60.67,67.2,83.4,train,time series data/caltech/California_Garage_01/2-39-79-381-2020-03-13T16-39-53-605370.csv.gz
ev_0091,ev,simulation_feeder_01,6.47,2026-01-15T23:45:00+05:30,2026-01-16T07:47:56+05:30,13.988,11.19,52.076,15,482,2026-01-16T07:47:56+05:30,1.4,6.47,0.0775,0.8914,available,83.53,16.1,32.8,train,time series data/caltech/California_Garage_01/2-39-129-563-2018-06-08T18-15-12-083011.csv.gz
ev_0092,ev,simulation_feeder_02,3.56,2026-01-15T22:15:00+05:30,2026-01-16T09:40:30+05:30,15.858,12.686,40.673,15,685,2026-01-16T09:40:30+05:30,1.4,3.56,0.1274,0.8961,available,47.73,32.7,65.9,train,time series data/caltech/California_Garage_01/2-39-131-30-2020-01-21T16-53-22-868241.csv.gz
ev_0093,ev,simulation_feeder_03,3.64,2026-01-15T08:30:00+05:30,2026-01-15T11:20:16+05:30,8.067,6.454,10.33,15,170,2026-01-15T11:20:16+05:30,1.4,3.64,0.0581,0.9486,available,77.89,70.3,80.7,train,time series data/caltech/California_Garage_01/2-39-95-27-2018-11-16T03-12-35-510998.csv.gz
ev_0094,ev,simulation_feeder_04,6.5,2026-01-15T23:30:00+05:30,2026-01-16T05:53:59+05:30,19.942,15.954,41.598,15,383,2026-01-16T05:53:59+05:30,1.4,6.5,0.2128,0.9263,available,77.28,47.3,73.1,train,time series data/caltech/California_Garage_01/2-39-79-381-2018-07-24T18-14-46-134138.csv.gz
ev_0095,ev,simulation_feeder_05,3.49,2026-01-15T06:00:00+05:30,2026-01-15T07:12:42+05:30,2.716,2.173,4.229,15,72,2026-01-15T07:12:42+05:30,1.4,3.49,0.1645,0.9742,available,40.73,57.1,63.8,train,time series data/caltech/California_Garage_01/2-39-79-376-2018-10-29T00-42-15-226109.csv.gz
ev_0096,ev,simulation_feeder_06,22.0,2026-01-15T08:30:00+05:30,2026-01-15T09:00:33.631828+05:30,11.206,8.965,11.206,15,30,2026-01-15T09:00:33.631828+05:30,1.4,22.0,0.1356,0.8948,available,47.25,40.9,64.6,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-07-11T03-04-46-566120.csv.gz
ev_0097,ev,simulation_feeder_07,6.25,2026-01-15T20:00:00+05:30,2026-01-16T08:44:47+05:30,15.94,12.752,74.91,15,764,2026-01-16T08:44:47+05:30,1.4,6.25,0.1595,0.9197,available,74.91,37.5,58.8,train,time series data/caltech/California_Garage_01/2-39-79-377-2018-10-23T14-40-57-721043.csv.gz
ev_0098,ev,simulation_feeder_08,7.01,2026-01-15T05:30:00+05:30,2026-01-15T06:45:18+05:30,4.88,3.904,8.798,15,75,2026-01-15T06:45:18+05:30,1.4,7.01,0.1698,0.8821,available,79.12,75.0,81.2,train,time series data/caltech/California_Garage_01/2-39-79-381-2018-10-06T00-03-22-533838.csv.gz
ev_0099,ev,simulation_feeder_09,7.07,2026-01-15T20:45:00+05:30,2026-01-16T02:50:30+05:30,8.312,6.65,43.068,15,365,2026-01-16T02:50:30+05:30,1.4,7.07,0.0383,0.9547,available,77.22,17.2,28.0,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-10-23T15-22-10-217076.csv.gz
ev_0100,ev,simulation_feeder_10,6.21,2026-01-15T04:15:00+05:30,2026-01-15T05:20:05+05:30,2.189,1.751,6.736,15,65,2026-01-15T05:20:05+05:30,1.4,6.21,0.2129,0.9103,available,38.32,32.8,38.5,train,time series data/jpl/Arroyo_Garage_01/1-1-191-812-2020-08-06T22-49-14-247967.csv.gz
ev_0101,ev,simulation_feeder_01,3.59,2026-01-15T22:15:00+05:30,2026-01-16T06:29:36+05:30,4.159,3.327,29.594,15,494,2026-01-16T06:29:36+05:30,1.4,3.59,0.1718,0.9437,available,37.63,41.0,52.1,train,time series data/caltech/California_Garage_01/2-39-129-17-2018-11-21T16-46-30-003350.csv.gz
ev_0102,ev,simulation_feeder_02,6.06,2026-01-15T20:30:00+05:30,2026-01-16T05:52:22+05:30,8.844,7.075,46.42,15,562,2026-01-16T05:52:22+05:30,1.4,6.06,0.0678,0.9474,available,46.42,14.4,33.5,train,time series data/caltech/California_Garage_02/2-6-3-1364-2020-01-08T15-01-35-618537.csv.gz
ev_0103,ev,simulation_feeder_03,22.0,2026-01-15T05:15:00+05:30,2026-01-15T05:31:36.803809+05:30,6.092,4.874,6.092,15,16,2026-01-15T05:31:36.803809+05:30,1.4,22.0,0.1386,0.9286,available,69.15,17.6,26.4,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-11-30T23-47-59-673124.csv.gz
ev_0104,ev,simulation_feeder_04,6.91,2026-01-15T02:00:00+05:30,2026-01-15T04:28:13+05:30,13.245,10.596,17.07,15,148,2026-01-15T04:28:13+05:30,1.4,6.91,0.0388,0.9601,available,65.85,40.3,60.4,train,time series data/caltech/California_Garage_01/2-39-123-557-2019-10-30T20-44-28-592223.csv.gz
ev_0105,ev,simulation_feeder_05,10.85,2026-01-15T02:15:00+05:30,2026-01-15T03:29:01+05:30,5.82,4.656,13.385,15,74,2026-01-15T03:29:01+05:30,1.4,10.85,0.1403,0.9866,available,59.69,76.6,86.4,train,time series data/caltech/California_Garage_02/2-6-3-1627-2019-05-12T20-46-29-869915.csv.gz
ev_0106,ev,simulation_feeder_06,5.79,2026-01-15T19:30:00+05:30,2026-01-16T00:29:26+05:30,15.911,12.729,28.895,15,299,2026-01-16T00:29:26+05:30,1.4,5.79,0.2006,0.883,available,61.52,46.5,72.4,train,time series data/jpl/Arroyo_Garage_01/1-1-178-823-2020-10-08T14-14-24-939355.csv.gz
ev_0107,ev,simulation_feeder_07,1.65,2026-01-15T01:30:00+05:30,2026-01-15T05:35:15+05:30,6.473,5.178,6.744,15,245,2026-01-15T05:35:15+05:30,1.4,1.65,0.1603,0.934,available,64.0,53.8,63.9,train,time series data/caltech/California_Garage_01/2-39-91-441-2018-09-24T20-04-43-377612.csv.gz
ev_0108,ev,simulation_feeder_08,3.21,2026-01-15T21:45:00+05:30,2026-01-16T05:53:35+05:30,11.978,9.582,26.139,15,488,2026-01-16T05:53:35+05:30,1.4,3.21,0.0226,0.9682,available,62.13,23.5,42.8,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1697-2019-08-19T16-17-22-520445.csv.gz
ev_0109,ev,simulation_feeder_09,1.74,2026-01-15T10:30:00+05:30,2026-01-15T11:42:19+05:30,0.834,0.667,2.097,15,72,2026-01-15T11:42:19+05:30,1.4,1.74,0.1061,0.9357,available,93.61,23.0,23.9,train,time series data/caltech/California_Garage_01/2-39-131-30-2018-11-08T05-12-00-600588.csv.gz
ev_0110,ev,simulation_feeder_10,7.05,2026-01-15T23:15:00+05:30,2026-01-16T07:44:44+05:30,6.721,5.377,59.894,15,509,2026-01-16T07:44:44+05:30,1.4,7.05,0.0484,0.8732,available,90.49,33.1,40.5,train,time series data/caltech/California_Garage_01/2-39-95-27-2020-01-15T17-59-54-590592.csv.gz
ev_0111,ev,simulation_feeder_01,7.04,2026-01-15T11:45:00+05:30,2026-01-15T13:34:01+05:30,11.04,8.832,12.791,15,109,2026-01-15T13:34:01+05:30,1.4,7.04,0.0921,0.9729,available,91.28,39.2,51.3,train,time series data/caltech/California_Garage_01/2-39-128-18-2018-06-13T06-21-29-027245.csv.gz
ev_0112,ev,simulation_feeder_02,6.58,2026-01-15T04:00:00+05:30,2026-01-15T07:38:26+05:30,2.045,1.636,23.955,15,218,2026-01-15T07:38:26+05:30,1.4,6.58,0.2002,0.9471,available,53.07,19.4,23.3,train,time series data/caltech/California_Garage_02/2-6-3-1369-2020-03-15T22-41-27-763292.csv.gz
ev_0113,ev,simulation_feeder_03,3.34,2026-01-15T04:00:00+05:30,2026-01-15T04:43:17+05:30,2.282,1.826,2.409,15,43,2026-01-15T04:43:17+05:30,1.4,3.34,0.0829,0.8817,available,82.17,48.3,51.1,train,time series data/caltech/California_Garage_01/2-39-90-440-2019-12-13T22-33-33-934982.csv.gz
ev_0114,ev,simulation_feeder_04,6.71,2026-01-15T22:30:00+05:30,2026-01-16T03:10:12+05:30,13.058,10.446,31.336,15,280,2026-01-16T03:10:12+05:30,1.4,6.71,0.0991,0.9561,available,39.62,35.0,68.0,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-10-04T17-06-35-524384.csv.gz
ev_0115,ev,simulation_feeder_05,6.58,2026-01-15T00:15:00+05:30,2026-01-15T07:45:17+05:30,30.131,24.105,49.381,15,450,2026-01-15T07:45:17+05:30,1.4,6.58,0.1747,0.9627,available,92.94,24.6,57.0,train,time series data/office_01/Parking_Lot_01/19-102-260-1637-2020-01-31T18-50-48-180807.csv.gz
ev_0116,ev,simulation_feeder_06,6.69,2026-01-15T00:45:00+05:30,2026-01-15T08:29:28+05:30,39.883,31.906,51.788,15,464,2026-01-15T08:29:28+05:30,1.4,6.69,0.1926,0.9894,available,71.55,22.2,77.9,train,time series data/caltech/California_Garage_01/2-39-79-383-2019-02-11T19-22-00-442740.csv.gz
ev_0117,ev,simulation_feeder_07,6.77,2026-01-15T06:00:00+05:30,2026-01-15T08:40:28+05:30,12.901,10.321,18.106,15,160,2026-01-15T08:40:28+05:30,1.4,6.77,0.1109,0.9231,available,87.48,60.6,75.3,train,time series data/caltech/California_Garage_01/2-39-78-367-2018-05-27T00-30-06-304103.csv.gz
ev_0118,ev,simulation_feeder_08,1.72,2026-01-15T22:30:00+05:30,2026-01-15T22:45:00+05:30,0.303,0.242,0.43,15,15,2026-01-15T22:45:00+05:30,1.4,1.72,0.1894,0.9361,available,90.19,28.5,28.8,train,time series data/caltech/California_Garage_01/2-39-78-363-2020-02-28T17-07-00-659347.csv.gz
ev_0119,ev,simulation_feeder_09,6.64,2026-01-15T06:30:00+05:30,2026-01-15T06:45:00+05:30,0.775,0.62,1.66,15,15,2026-01-15T06:45:00+05:30,1.4,6.64,0.0928,0.9186,available,39.7,76.3,78.3,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3003-2020-10-18T01-14-04-304721.csv.gz
ev_0120,ev,simulation_feeder_10,4.22,2026-01-15T02:00:00+05:30,2026-01-15T04:02:28+05:30,0.824,0.659,8.613,15,122,2026-01-15T04:02:28+05:30,1.4,4.22,0.1029,0.9241,available,70.76,75.9,77.1,train,time series data/caltech/California_Garage_02/2-6-3-1360-2019-04-22T20-42-25-903149.csv.gz
ev_0121,ev,simulation_feeder_01,3.19,2026-01-15T20:15:00+05:30,2026-01-16T07:05:21+05:30,5.272,4.218,34.577,15,650,2026-01-16T07:05:21+05:30,1.4,3.19,0.1843,0.9883,available,49.15,14.4,25.1,train,time series data/jpl/Arroyo_Garage_01/1-1-194-818-2020-08-19T14-47-21-979458.csv.gz
ev_0122,ev,simulation_feeder_02,3.32,2026-01-15T12:15:00+05:30,2026-01-15T14:01:28+05:30,5.444,4.355,5.891,15,106,2026-01-15T14:01:28+05:30,1.4,3.32,0.2102,0.9299,available,49.66,56.8,67.8,train,time series data/caltech/California_Garage_02/2-6-3-1357-2019-11-05T06-46-10-525145.csv.gz
ev_0123,ev,simulation_feeder_03,6.97,2026-01-15T22:00:00+05:30,2026-01-16T06:09:14+05:30,8.935,7.148,56.833,15,489,2026-01-16T06:09:14+05:30,1.4,6.97,0.2099,0.9685,available,84.16,71.4,82.0,train,time series data/caltech/California_Garage_01/2-39-125-559-2018-10-29T16-43-06-245283.csv.gz
ev_0124,ev,simulation_feeder_04,1.72,2026-01-15T21:15:00+05:30,2026-01-16T06:35:29+05:30,0.902,0.722,16.067,15,560,2026-01-16T06:35:29+05:30,1.4,1.72,0.2043,0.9414,available,99.52,84.9,85.8,train,time series data/caltech/California_Garage_01/2-39-78-367-2019-08-29T15-59-51-928836.csv.gz
ev_0125,ev,simulation_feeder_05,3.42,2026-01-15T11:00:00+05:30,2026-01-15T13:15:22+05:30,5.051,4.041,7.716,15,135,2026-01-15T13:15:22+05:30,1.4,3.42,0.1316,0.9592,available,67.85,38.1,45.5,train,time series data/jpl/Arroyo_Garage_01/1-1-178-823-2020-09-09T05-33-08-988672.csv.gz
ev_0126,ev,simulation_feeder_06,6.45,2026-01-15T20:15:00+05:30,2026-01-16T02:13:47+05:30,8.29,6.632,38.569,15,358,2026-01-16T02:13:47+05:30,1.4,6.45,0.0486,0.908,available,88.56,24.0,33.4,train,time series data/caltech/California_Garage_02/2-6-3-1357-2019-02-08T14-56-25-014701.csv.gz
ev_0127,ev,simulation_feeder_07,1.71,2026-01-15T02:00:00+05:30,2026-01-15T07:24:14+05:30,0.973,0.778,9.241,15,324,2026-01-15T07:24:14+05:30,1.4,1.71,0.1712,0.9267,available,69.37,54.6,56.0,train,time series data/caltech/California_Garage_01/2-39-79-381-2019-06-12T20-42-28-085611.csv.gz
ev_0128,ev,simulation_feeder_08,6.58,2026-01-15T23:00:00+05:30,2026-01-16T06:53:57+05:30,5.726,4.581,51.977,15,473,2026-01-16T06:53:57+05:30,1.4,6.58,0.0914,0.9486,available,96.28,30.0,35.9,train,time series data/caltech/California_Garage_01/2-39-123-23-2020-02-26T17-42-18-436824.csv.gz
ev_0129,ev,simulation_feeder_09,6.0,2026-01-15T22:00:00+05:30,2026-01-16T05:10:19+05:30,12.383,9.906,43.032,15,430,2026-01-16T05:10:19+05:30,1.4,6.0,0.0376,0.9683,available,66.46,21.3,39.9,train,time series data/caltech/California_Garage_02/2-6-3-1356-2018-12-11T16-39-01-358130.csv.gz
ev_0130,ev,simulation_feeder_10,11.05,2026-01-15T00:45:00+05:30,2026-01-15T07:11:13+05:30,17.771,14.217,53.25,15,386,2026-01-15T07:11:13+05:30,1.4,11.05,0.0922,0.8647,available,53.25,24.2,57.6,train,time series data/caltech/California_Garage_02/2-6-3-1625-2020-04-26T19-15-44-896045.csv.gz
ev_0131,ev,simulation_feeder_01,8.35,2026-01-15T21:30:00+05:30,2026-01-15T23:27:21+05:30,16.12,12.896,16.331,15,117,2026-01-15T23:27:21+05:30,1.4,8.35,0.1399,0.9507,available,38.24,17.4,59.6,train,time series data/caltech/California_Garage_02/2-6-3-1361-2019-01-09T16-14-45-468299.csv.gz
ev_0132,ev,simulation_feeder_02,10.82,2026-01-15T06:15:00+05:30,2026-01-15T10:11:26+05:30,41.259,33.007,42.637,15,236,2026-01-15T10:11:26+05:30,1.4,10.82,0.0426,0.966,available,63.56,11.0,75.9,train,time series data/caltech/California_Garage_02/2-6-3-1632-2020-02-19T00-56-14-951436.csv.gz
ev_0133,ev,simulation_feeder_03,5.93,2026-01-15T18:45:00+05:30,2026-01-16T01:54:48+05:30,13.437,10.75,42.46,15,429,2026-01-16T01:54:48+05:30,1.4,5.93,0.1582,0.9134,available,42.46,51.5,83.1,train,time series data/jpl/Arroyo_Garage_01/1-1-193-827-2020-08-11T13-25-35-868780.csv.gz
ev_0134,ev,simulation_feeder_04,6.47,2026-01-15T21:15:00+05:30,2026-01-16T02:21:27+05:30,31.412,25.13,33.046,15,306,2026-01-16T02:21:27+05:30,1.4,6.47,0.1312,0.9757,available,76.13,30.1,71.4,train,time series data/jpl/Arroyo_Garage_01/1-1-193-825-2020-10-09T15-49-58-131314.csv.gz
ev_0135,ev,simulation_feeder_05,3.32,2026-01-15T20:45:00+05:30,2026-01-16T04:32:44+05:30,5.71,4.568,25.881,15,467,2026-01-16T04:32:44+05:30,1.4,3.32,0.0427,0.8654,available,99.62,55.3,61.0,train,time series data/caltech/California_Garage_02/2-6-3-1363-2020-03-13T15-16-12-307776.csv.gz
ev_0136,ev,simulation_feeder_06,6.61,2026-01-15T03:00:00+05:30,2026-01-15T04:29:55+05:30,3.978,3.182,9.906,15,89,2026-01-15T04:29:55+05:30,1.4,6.61,0.1149,0.9796,available,85.3,69.7,74.4,train,time series data/caltech/California_Garage_01/2-39-92-436-2019-05-21T21-36-10-980237.csv.gz
ev_0137,ev,simulation_feeder_07,6.44,2026-01-15T01:15:00+05:30,2026-01-15T08:48:39+05:30,13.285,10.628,48.692,15,453,2026-01-15T08:48:39+05:30,1.4,6.44,0.1296,0.9546,available,82.25,55.9,72.1,train,time series data/caltech/California_Garage_01/2-39-79-377-2018-09-10T19-53-06-772831.csv.gz
ev_0138,ev,simulation_feeder_08,7.07,2026-01-15T23:15:00+05:30,2026-01-16T01:02:58+05:30,11.747,9.398,12.722,15,107,2026-01-16T01:02:58+05:30,1.4,7.07,0.073,0.9249,available,83.42,71.8,85.9,train,time series data/caltech/California_Garage_01/2-39-123-557-2018-09-22T17-52-13-090916.csv.gz
ev_0139,ev,simulation_feeder_09,9.14,2026-01-15T20:30:00+05:30,2026-01-16T01:18:11+05:30,26.652,21.322,43.9,15,288,2026-01-16T01:18:11+05:30,1.4,9.14,0.0577,0.9262,available,72.17,17.6,54.5,train,time series data/caltech/California_Garage_02/2-6-3-1627-2019-09-06T15-09-32-395768.csv.gz
ev_0140,ev,simulation_feeder_10,7.33,2026-01-15T06:45:00+05:30,2026-01-15T07:41:39+05:30,6.66,5.328,6.921,15,56,2026-01-15T07:41:39+05:30,1.4,7.33,0.0329,0.8783,available,64.84,16.0,26.3,train,time series data/caltech/California_Garage_02/2-6-3-1624-2019-10-30T01-27-28-620095.csv.gz
ev_0141,ev,simulation_feeder_01,2.34,2026-01-15T21:45:00+05:30,2026-01-18T08:53:07+05:30,0.549,0.439,73.07,15,3548,2026-01-18T08:53:07+05:30,1.4,2.34,0.2128,0.9692,available,73.07,55.5,56.3,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2019-05-06T16-19-35-737320.csv.gz
ev_0142,ev,simulation_feeder_02,5.09,2026-01-15T22:30:00+05:30,2026-01-16T07:38:57+05:30,12.231,9.785,46.569,15,548,2026-01-16T07:38:57+05:30,1.4,5.09,0.176,0.9859,available,99.2,74.9,87.2,train,time series data/caltech/California_Garage_01/2-39-78-363-2018-06-08T17-03-25-889206.csv.gz
ev_0143,ev,simulation_feeder_03,1.73,2026-01-15T05:45:00+05:30,2026-01-15T06:00:00+05:30,0.014,0.011,0.432,15,15,2026-01-15T06:00:00+05:30,1.4,1.73,0.1839,0.9315,available,87.31,32.3,32.3,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-11-03T00-19-52-440337.csv.gz
ev_0144,ev,simulation_feeder_04,2.33,2026-01-15T07:15:00+05:30,2026-01-15T07:59:59+05:30,1.622,1.298,1.747,15,44,2026-01-15T07:59:59+05:30,1.4,2.33,0.1431,0.9762,available,90.09,43.9,45.7,train,time series data/caltech/California_Garage_01/2-39-83-387-2018-07-19T01-49-25-989123.csv.gz
ev_0145,ev,simulation_feeder_05,3.31,2026-01-15T19:45:00+05:30,2026-01-16T01:38:05+05:30,8.124,6.499,19.478,15,353,2026-01-16T01:38:05+05:30,1.4,3.31,0.1443,0.9832,available,49.33,20.0,36.5,train,time series data/jpl/Arroyo_Garage_01/1-1-178-828-2020-11-10T14-17-58-115329.csv.gz
ev_0146,ev,simulation_feeder_06,5.86,2026-01-15T21:30:00+05:30,2026-01-16T05:41:01+05:30,8.06,6.448,47.956,15,491,2026-01-16T05:41:01+05:30,1.4,5.86,0.0237,0.8803,available,61.64,76.4,89.5,train,time series data/caltech/California_Garage_01/2-39-90-26-2018-09-05T16-11-40-461414.csv.gz
ev_0147,ev,simulation_feeder_07,1.4,2026-01-15T11:15:00+05:30,2026-01-15T11:30:00+05:30,0.35,0.28,0.35,15,15,2026-01-15T11:30:00+05:30,1.4,1.4,0.1534,0.9274,available,75.73,21.1,21.6,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-2993-2020-11-06T05-59-35-988454.csv.gz
ev_0148,ev,simulation_feeder_08,6.63,2026-01-15T22:15:00+05:30,2026-01-16T06:08:52+05:30,4.438,3.55,52.362,15,473,2026-01-16T06:08:52+05:30,1.4,6.63,0.2071,0.8722,available,69.5,24.6,31.0,train,time series data/caltech/California_Garage_01/2-39-130-564-2018-11-06T16-57-17-679856.csv.gz
ev_0149,ev,simulation_feeder_09,7.02,2026-01-15T01:30:00+05:30,2026-01-15T08:45:29+05:30,22.382,17.906,50.952,15,435,2026-01-15T08:45:29+05:30,1.4,7.02,0.1626,0.8944,available,64.94,23.4,57.9,train,time series data/caltech/California_Garage_01/2-39-123-23-2020-01-07T20-11-49-110350.csv.gz
ev_0150,ev,simulation_feeder_10,7.0,2026-01-15T20:45:00+05:30,2026-01-16T04:05:53+05:30,16.916,13.533,51.436,15,440,2026-01-16T04:05:53+05:30,1.4,7.0,0.082,0.9336,available,96.3,48.3,65.9,train,time series data/caltech/California_Garage_01/2-39-79-379-2019-08-09T15-28-20-089063.csv.gz
ev_0151,ev,simulation_feeder_01,3.32,2026-01-15T13:45:00+05:30,2026-01-15T16:57:51+05:30,5.574,4.459,10.671,15,192,2026-01-15T16:57:51+05:30,1.4,3.32,0.1144,0.9709,available,99.2,77.4,83.0,train,time series data/caltech/California_Garage_02/2-6-3-1368-2018-12-30T08-25-38-593591.csv.gz
ev_0152,ev,simulation_feeder_02,6.67,2026-01-15T19:30:00+05:30,2026-01-16T04:58:54+05:30,13.213,10.57,55.26,15,568,2026-01-16T04:58:54+05:30,1.4,6.67,0.0415,0.969,available,55.26,25.2,49.1,train,time series data/caltech/California_Garage_01/2-39-78-362-2018-09-11T14-08-01-150314.csv.gz
ev_0153,ev,simulation_feeder_03,3.33,2026-01-15T06:00:00+05:30,2026-01-15T07:31:36+05:30,5.041,4.033,5.084,15,91,2026-01-15T07:31:36+05:30,1.4,3.33,0.1063,0.9827,available,97.08,65.0,70.2,train,time series data/caltech/California_Garage_02/2-6-3-1360-2020-03-02T00-31-32-287101.csv.gz
ev_0154,ev,simulation_feeder_04,7.3,2026-01-15T21:00:00+05:30,2026-01-16T04:22:34+05:30,23.936,19.149,53.846,15,442,2026-01-16T04:22:34+05:30,1.4,7.3,0.0792,0.9506,available,92.64,54.2,80.0,train,time series data/caltech/California_Garage_02/2-6-3-1632-2019-08-23T15-44-40-172457.csv.gz
ev_0155,ev,simulation_feeder_05,3.37,2026-01-15T22:00:00+05:30,2026-01-16T07:40:08+05:30,5.908,4.726,32.584,15,580,2026-01-16T07:40:08+05:30,1.4,3.37,0.156,0.9367,available,86.38,72.2,79.0,train,time series data/caltech/California_Garage_01/2-39-139-28-2019-12-12T16-40-33-762876.csv.gz
ev_0156,ev,simulation_feeder_06,3.25,2026-01-15T20:45:00+05:30,2026-01-16T06:38:24+05:30,8.666,6.933,32.142,15,593,2026-01-16T06:38:24+05:30,1.4,3.25,0.2127,0.9738,available,46.91,65.0,83.5,train,time series data/jpl/Arroyo_Garage_01/1-1-194-821-2020-10-29T15-27-14-882354.csv.gz
